movie_id,title,overview,genres,keywords,cast,director,tags,original_language,vote_average,release_date,popularity,runtime,production_countries
10201,Yes Man,carl allen has stumbled across a way to shake free of post divorce blues and a dead end job embrace life and say yes to everything,Comedy,bungee-jump scooter,Jim Carrey Zooey Deschanel Rhys Darby,Peyton Reed,carl allen has stumbled across a way to shake free of post divorce blues and a dead end job embrace life and say yes to everything comedy comedy bungeejump scooter bungeejump scooter jimcarrey zooeydeschanel rhysdarby jimcarrey zooeydeschanel rhysdarby peytonreed peytonreed peytonreed,en,6.4,2008-12-09,43.849351,104.0,US
302699,Central Intelligence,after he reunites with an old pal through facebook a mild mannered accountant is lured into the world of international espionage,Action Comedy,spy cia espionage high school reunion reference to facebook accountant,Dwayne Johnson Kevin Hart Amy Ryan,Rawson Marshall Thurber,after he reunites with an old pal through facebook a mild mannered accountant is lured into the world of international espionage action comedy action comedy spy cia espionage highschoolreunion referencetofacebook accountant spy cia espionage highschoolreunion referencetofacebook accountant dwaynejohnson kevinhart amyryan dwaynejohnson kevinhart amyryan rawsonmarshallthurber rawsonmarshallthurber rawsonmarshallthurber,en,6.2,2016-06-15,45.318703,107.0,US
9441,Stepmom,jackie is a divorced mother of two isabel is the career minded girlfriend of jackie s ex husband luke forced into the role of unwelcome stepmother to their children but when jackie discovers she is ill both women realise they must put aside their differences to find a common ground and celebrate life to the fullest while they have the chance,Drama Romance,divorce rebellious daughter freeze frame custody school play photo shoot,Julia Roberts Susan Sarandon Ed Harris,Chris Columbus,jackie is a divorced mother of two isabel is the career minded girlfriend of jackie s ex husband luke forced into the role of unwelcome stepmother to their children but when jackie discovers she is ill both women realise they must put aside their differences to find a common ground and celebrate life to the fullest while they have the chance drama romance drama romance divorce rebelliousdaughter freezeframe custody schoolplay photoshoot divorce rebelliousdaughter freezeframe custody schoolplay photoshoot juliaroberts susansarandon edharris juliaroberts susansarandon edharris chriscolumbus chriscolumbus chriscolumbus,en,6.9,1998-12-25,16.368283,124.0,US
274167,Daddy's Home,the story of a mild mannered radio executive ferrell who strives to become the best stepdad ever to his wife s two children but complications ensue when their freewheeling freeloading real father arrives forcing stepdad to compete for the affection of the kids,Comedy,daddys home,Will Ferrell Mark Wahlberg Linda Cardellini,Sean Anders,the story of a mild mannered radio executive ferrell who strives to become the best stepdad ever to his wife s two children but complications ensue when their freewheeling freeloading real father arrives forcing stepdad to compete for the affection of the kids comedy comedy daddyshome daddyshome willferrell markwahlberg lindacardellini willferrell markwahlberg lindacardellini seananders seananders seananders,en,5.8,2015-12-25,38.616744,96.0,US
224141,Into the Woods,in a woods filled with magic and fairy tale characters a baker and his wife set out to end the curse put on them by their neighbor a spiteful witch,Fantasy Comedy Music,witch cinderella prince fairy tale musical princess sondheim curse based on stage musical beanstalk duringcreditsstinger red riding hood,Meryl Streep Emily Blunt James Corden,Rob Marshall,in a woods filled with magic and fairy tale characters a baker and his wife set out to end the curse put on them by their neighbor a spiteful witch fantasy comedy music fantasy comedy music witch cinderella prince fairytale musical princess sondheim curse basedonstagemusical beanstalk duringcreditsstinger redridinghood witch cinderella prince fairytale musical princess sondheim curse basedonstagemusical beanstalk duringcreditsstinger redridinghood merylstreep emilyblunt jamescorden merylstreep emilyblunt jamescorden robmarshall robmarshall robmarshall,en,5.6,2014-12-25,65.90161,125.0,US
388,Inside Man,bank robber dalton russell enters a manhattan bank locks the doors and takes hostages working methodically and without haste detective frazier is assigned to negotiate but his mind is occupied with the corruption charges he is facing with an army of police surrounding the bank the thief the cop and a high profile fixer enter high stakes negotiations,Crime Drama Thriller,bank manager kidnapping nazi background document ultimatum court case heist financial transactions,Denzel Washington Clive Owen Jodie Foster,Spike Lee,bank robber dalton russell enters a manhattan bank locks the doors and takes hostages working methodically and without haste detective frazier is assigned to negotiate but his mind is occupied with the corruption charges he is facing with an army of police surrounding the bank the thief the cop and a high profile fixer enter high stakes negotiations crime drama thriller crime drama thriller bankmanager kidnapping nazibackground document ultimatum courtcase heist financialtransactions bankmanager kidnapping nazibackground document ultimatum courtcase heist financialtransactions denzelwashington cliveowen jodiefoster denzelwashington cliveowen jodiefoster spikelee spikelee spikelee,en,7.3,2006-03-23,45.220386,129.0,US
2112,Payback,with friends like these who needs enemies that s the question bad guy porter is left asking after his wife and partner steal his heist money and leave him for dead or so they think five months and an endless reservoir of bitterness later porter s partners and the crooked cops on his tail learn how bad payback can be,Drama Action Thriller Crime,new york heroin money criminal,Mel Gibson Kris Kristofferson Gregg Henry,Brian Helgeland,with friends like these who needs enemies that s the question bad guy porter is left asking after his wife and partner steal his heist money and leave him for dead or so they think five months and an endless reservoir of bitterness later porter s partners and the crooked cops on his tail learn how bad payback can be drama action thriller crime drama action thriller crime newyork heroin money criminal newyork heroin money criminal melgibson kriskristofferson gregghenry melgibson kriskristofferson gregghenry brianhelgeland brianhelgeland brianhelgeland,en,6.7,1999-02-05,17.457947,100.0,US
10329,Congo,eight people embark on an expedition into the congo a mysterious expanse of unexplored africa where human greed and the laws of nature have gone berserk when the thrill seekers some with ulterior motives stumble across a race of killer apes,Action Adventure Drama Mystery Science Fiction Thriller,gorilla kongo diamond mine diamond,Laura Linney Dylan Walsh Ernie Hudson,Frank Marshall,eight people embark on an expedition into the congo a mysterious expanse of unexplored africa where human greed and the laws of nature have gone berserk when the thrill seekers some with ulterior motives stumble across a race of killer apes action adventure drama mystery sciencefiction thriller action adventure drama mystery sciencefiction thriller gorilla kongo diamondmine diamond gorilla kongo diamondmine diamond lauralinney dylanwalsh erniehudson lauralinney dylanwalsh erniehudson frankmarshall frankmarshall frankmarshall,en,5.0,1995-06-09,10.755847,109.0,US
74465,We Bought a Zoo,benjamin has lost his wife and in a bid to start his life over purchases a large house that has a zoo welcome news for his daughter but his son is not happy about it the zoo is need of renovation and benjamin sets about the work with the head keeper and the rest of the staff but the zoo soon runs into financial trouble,Drama Comedy Family,zoo,Matt Damon Scarlett Johansson Thomas Haden Church,Cameron Crowe,benjamin has lost his wife and in a bid to start his life over purchases a large house that has a zoo welcome news for his daughter but his son is not happy about it the zoo is need of renovation and benjamin sets about the work with the head keeper and the rest of the staff but the zoo soon runs into financial trouble drama comedy family drama comedy family zoo zoo mattdamon scarlettjohansson thomashadenchurch mattdamon scarlettjohansson thomashadenchurch cameroncrowe cameroncrowe cameroncrowe,en,6.5,2011-12-22,38.629763,124.0,US
13811,Knowing,a teacher opens a time capsule that has been dug up at his son s elementary school in it are some chilling predictions some that have already occurred and others that are about to that lead him to believe his family plays a role in the events that are about to unfold,Action Adventure Drama Mystery Science Fiction Thriller,cataclysm code suspense end of the world time capsule astrophysicist grieving widower lexington massachusetts westford massachusetts prediction researcher numbers news,Nicolas Cage Rose Byrne Chandler Canterbury,Alex Proyas,a teacher opens a time capsule that has been dug up at his son s elementary school in it are some chilling predictions some that have already occurred and others that are about to that lead him to believe his family plays a role in the events that are about to unfold action adventure drama mystery sciencefiction thriller action adventure drama mystery sciencefiction thriller cataclysm code suspense endoftheworld timecapsule astrophysicist grievingwidower lexingtonmassachusetts westfordmassachusetts prediction researcher numbers news cataclysm code suspense endoftheworld timecapsule astrophysicist grievingwidower lexingtonmassachusetts westfordmassachusetts prediction researcher numbers news nicolascage rosebyrne chandlercanterbury nicolascage rosebyrne chandlercanterbury alexproyas alexproyas alexproyas,en,5.9,2009-03-19,32.693093,121.0,GB US AU
6877,Failure to Launch,tripp an attractive man in his thirties is still living with his parents al and sue tripp s best friends demo and ace are also still living in their parents homes and seem proud of it al and sue are not happy however and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn t be happier with the result,Comedy,hotel mom romantic comedy lying living with parents pretend relationship,Matthew McConaughey Sarah Jessica Parker Zooey Deschanel,Tom Dey,tripp an attractive man in his thirties is still living with his parents al and sue tripp s best friends demo and ace are also still living in their parents homes and seem proud of it al and sue are not happy however and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn t be happier with the result comedy comedy hotelmom romanticcomedy lying livingwithparents pretendrelationship hotelmom romanticcomedy lying livingwithparents pretendrelationship matthewmcconaughey sarahjessicaparker zooeydeschanel matthewmcconaughey sarahjessicaparker zooeydeschanel tomdey tomdey tomdey,en,5.5,2006-03-10,18.806031,97.0,US
10320,The Ring Two,rachel keller must prevent evil samara from taking possession of her son s soul,Drama Horror Thriller,nun based on novel bath tub nightmare son sequel remake vision good vs evil woman reporter mental institution videotape evil child,Naomi Watts Simon Baker Elizabeth Perkins,Hideo Nakata,rachel keller must prevent evil samara from taking possession of her son s soul drama horror thriller drama horror thriller nun basedonnovel bathtub nightmare son sequel remake vision goodvsevil womanreporter mentalinstitution videotape evilchild nun basedonnovel bathtub nightmare son sequel remake vision goodvsevil womanreporter mentalinstitution videotape evilchild naomiwatts simonbaker elizabethperkins naomiwatts simonbaker elizabethperkins hideonakata hideonakata hideonakata,en,5.4,2005-03-17,32.233713,110.0,US
50646,"Crazy, Stupid, Love.",cal weaver is living the american dream he has a good job a beautiful house great children and a beautiful wife named emily cal s seemingly perfect life unravels however when he learns that emily has been unfaithful and wants a divorce over 40 and suddenly single cal is adrift in the fickle world of dating enter jacob palmer a self styled player who takes cal under his wing and teaches him how to be a hit with the ladies,Comedy Drama Romance,soulmates midlife crisis marriage crisis womanizer law school crazy relationship,Steve Carell Julianne Moore Ryan Gosling,Glenn Ficarra,cal weaver is living the american dream he has a good job a beautiful house great children and a beautiful wife named emily cal s seemingly perfect life unravels however when he learns that emily has been unfaithful and wants a divorce over 40 and suddenly single cal is adrift in the fickle world of dating enter jacob palmer a self styled player who takes cal under his wing and teaches him how to be a hit with the ladies comedy drama romance comedy drama romance soulmates midlifecrisis marriagecrisis womanizer lawschool crazy relationship soulmates midlifecrisis marriagecrisis womanizer lawschool crazy relationship stevecarell juliannemoore ryangosling stevecarell juliannemoore ryangosling glennficarra glennficarra glennficarra,en,7.0,2011-07-29,37.990705,118.0,US
8920,Garfield,garfield the fat lazy lasagna lover has everything a cat could want but when jon in an effort to impress the liz the vet and an old high school crush adopts a dog named odie and brings him home garfield gets the one thing he doesn t want competition,Animation Comedy Family,competition moderator lasagne garfield,Bill Murray Breckin Meyer Jennifer Love Hewitt,Peter Hewitt,garfield the fat lazy lasagna lover has everything a cat could want but when jon in an effort to impress the liz the vet and an old high school crush adopts a dog named odie and brings him home garfield gets the one thing he doesn t want competition animation comedy family animation comedy family competition moderator lasagne garfield competition moderator lasagne garfield billmurray breckinmeyer jenniferlovehewitt billmurray breckinmeyer jenniferlovehewitt peterhewitt peterhewitt peterhewitt,en,5.2,2004-06-10,17.667826,80.0,US
13673,Christmas with the Kranks,luther krank is fed up with the commerciality of christmas he decides to skip the holiday and go on a vacation with his wife instead but when his daughter decides at the last minute to come home he must put together a holiday celebration,Comedy Family,holiday christmas,Tim Allen Jamie Lee Curtis Dan Aykroyd,Joe Roth,luther krank is fed up with the commerciality of christmas he decides to skip the holiday and go on a vacation with his wife instead but when his daughter decides at the last minute to come home he must put together a holiday celebration comedy family comedy family holiday christmas holiday christmas timallen jamieleecurtis danaykroyd timallen jamieleecurtis danaykroyd joeroth joeroth joeroth,en,5.2,2004-11-24,9.225166,99.0,US
60308,Moneyball,the story of oakland athletics general manager billy beane s successful attempt to put together a baseball team on a budget by employing computer generated analysis to draft his players,Drama,underdog based on novel baseball teamwork sport partner meeting oakland california strategy voice over statistics,Brad Pitt Jonah Hill Philip Seymour Hoffman,Bennett Miller,the story of oakland athletics general manager billy beane s successful attempt to put together a baseball team on a budget by employing computer generated analysis to draft his players drama drama underdog basedonnovel baseball teamwork sport partner meeting oaklandcalifornia strategy voiceover statistics underdog basedonnovel baseball teamwork sport partner meeting oaklandcalifornia strategy voiceover statistics bradpitt jonahhill philipseymourhoffman bradpitt jonahhill philipseymourhoffman bennettmiller bennettmiller bennettmiller,en,7.0,2011-09-22,46.180421,133.0,US
6950,Outbreak,a deadly airborne virus finds its way into the usa and starts killing off people at an epidemic rate col sam daniels job is to stop the virus spreading from a small town which must be quarantined and to prevent an over reaction by the white house,Action Drama Science Fiction Thriller,river general research army serum monkey epidemic medical research,Dustin Hoffman Rene Russo Morgan Freeman,Wolfgang Petersen,a deadly airborne virus finds its way into the usa and starts killing off people at an epidemic rate col sam daniels job is to stop the virus spreading from a small town which must be quarantined and to prevent an over reaction by the white house action drama sciencefiction thriller action drama sciencefiction thriller river general research army serum monkey epidemic medicalresearch river general research army serum monkey epidemic medicalresearch dustinhoffman renerusso morganfreeman dustinhoffman renerusso morganfreeman wolfgangpetersen wolfgangpetersen wolfgangpetersen,en,6.3,1995-03-10,30.397496,127.0,US
225574,Non-Stop,bill marks is a burned out veteran of the air marshals service he views the assignment not as a life saving duty but as a desk job in the sky however today s flight will be no routine trip shortly into the transatlantic journey from new york to london he receives a series of mysterious text messages ordering him to have the government transfer 150 million into a secret account or a passenger will die every 20 minutes,Action Thriller Mystery,airplane conspiracy airplane crash cell phone hijack one night mystery killer,Liam Neeson Julianne Moore Scoot McNairy,Jaume Collet-Serra,bill marks is a burned out veteran of the air marshals service he views the assignment not as a life saving duty but as a desk job in the sky however today s flight will be no routine trip shortly into the transatlantic journey from new york to london he receives a series of mysterious text messages ordering him to have the government transfer 150 million into a secret account or a passenger will die every 20 minutes action thriller mystery action thriller mystery airplane conspiracy airplanecrash cellphone hijack onenight mysterykiller airplane conspiracy airplanecrash cellphone hijack onenight mysterykiller liamneeson juliannemoore scootmcnairy liamneeson juliannemoore scootmcnairy jaumecolletserra jaumecolletserra jaumecolletserra,en,6.8,2014-01-26,83.295796,106.0,FR GB US
13836,Race to Witch Mountain,a taxi driver gets more than he bargained for when he picks up two teen runaways not only does the pair possess supernatural powers but they re also trying desperately to escape people who have made them their targets,Adventure Family Fantasy Science Fiction Thriller Action,spacecraft laser teleportation telekinesis alien military duringcreditsstinger supernatural power mountain,Dwayne Johnson AnnaSophia Robb Alexander Ludwig,Andy Fickman,a taxi driver gets more than he bargained for when he picks up two teen runaways not only does the pair possess supernatural powers but they re also trying desperately to escape people who have made them their targets adventure family fantasy sciencefiction thriller action adventure family fantasy sciencefiction thriller action spacecraft laser teleportation telekinesis alien military duringcreditsstinger supernaturalpower mountain spacecraft laser teleportation telekinesis alien military duringcreditsstinger supernaturalpower mountain dwaynejohnson annasophiarobb alexanderludwig dwaynejohnson annasophiarobb alexanderludwig andyfickman andyfickman andyfickman,en,5.5,2009-03-12,23.935053,98.0,US
752,V for Vendetta,in a world in which great britain has become a fascist state a masked vigilante known only as v conducts guerrilla warfare against the oppressive british government when v rescues a young woman from the secret police he finds in her an ally with whom he can continue his fight to free the people of britain,Action Thriller Fantasy,detective vatican fascism satanism fascist dystopia government chancellor revenge personification of satan torture hatred masked vigilante catholicism catholic priest catholic guilt jesuit vengeful spirit activist irish catholic vengeful jesuit priest gnosticism occultism,Natalie Portman Hugo Weaving Stephen Rea,James McTeigue,in a world in which great britain has become a fascist state a masked vigilante known only as v conducts guerrilla warfare against the oppressive british government when v rescues a young woman from the secret police he finds in her an ally with whom he can continue his fight to free the people of britain action thriller fantasy action thriller fantasy detective vatican fascism satanism fascist dystopia government chancellor revenge personificationofsatan torture hatred maskedvigilante catholicism catholicpriest catholicguilt jesuit vengefulspirit activist irishcatholic vengeful jesuitpriest gnosticism occultism detective vatican fascism satanism fascist dystopia government chancellor revenge personificationofsatan torture hatred maskedvigilante catholicism catholicpriest catholicguilt jesuit vengefulspirit activist irishcatholic vengeful jesuitpriest gnosticism occultism natalieportman hugoweaving stephenrea natalieportman hugoweaving stephenrea jamesmcteigue jamesmcteigue jamesmcteigue,en,7.7,2006-03-15,84.630969,132.0,DE GB US
6038,Shanghai Knights,the dynamic duo of chon wang and roy o bannon return for another crazy adventure this time they re in london to avenge the murder of chon s father but end up on an even bigger case chon s sister is there to do the same but instead unearths a plot to kill the royal family no one believes her though and it s up to chon and roy who has romance on his mind to prove her right,Action Adventure Comedy Western,london england indian territory emperor revenge murder arrow duringcreditsstinger imperial seal,Jackie Chan Owen Wilson Fann Wong,David Dobkin,the dynamic duo of chon wang and roy o bannon return for another crazy adventure this time they re in london to avenge the murder of chon s father but end up on an even bigger case chon s sister is there to do the same but instead unearths a plot to kill the royal family no one believes her though and it s up to chon and roy who has romance on his mind to prove her right action adventure comedy western action adventure comedy western londonengland indianterritory emperor revenge murder arrow duringcreditsstinger imperialseal londonengland indianterritory emperor revenge murder arrow duringcreditsstinger imperialseal jackiechan owenwilson fannwong jackiechan owenwilson fannwong daviddobkin daviddobkin daviddobkin,en,6.0,2003-02-06,16.251204,115.0,HK US
9975,Curious George,when the man in the yellow hat befriends curious george in the jungle they set off on a non stop fun filled journey through the wonders of the big city toward the warmth of true friendship,Adventure Animation Comedy Family,museum product placement balloon jungle monkey family prediction cargo ship curiosity,Will Ferrell Drew Barrymore David Cross,Matthew O'Callaghan,when the man in the yellow hat befriends curious george in the jungle they set off on a non stop fun filled journey through the wonders of the big city toward the warmth of true friendship adventure animation comedy family adventure animation comedy family museum productplacement balloon jungle monkey family prediction cargoship curiosity museum productplacement balloon jungle monkey family prediction cargoship curiosity willferrell drewbarrymore davidcross willferrell drewbarrymore davidcross matthewocallaghan matthewocallaghan matthewocallaghan,en,6.2,2006-02-10,9.894346,86.0,US
11451,Herbie Fully Loaded,maggie peyton the new owner of number 53 the free wheelin volkswagen bug with a mind of its own puts the car through its paces on the road to becoming a nascar competitor,Comedy Family Adventure Fantasy Romance,car race victory car nascar woman director,Lindsay Lohan Michael Keaton Matt Dillon,Angela Robinson,maggie peyton the new owner of number 53 the free wheelin volkswagen bug with a mind of its own puts the car through its paces on the road to becoming a nascar competitor comedy family adventure fantasy romance comedy family adventure fantasy romance carrace victory car nascar womandirector carrace victory car nascar womandirector lindsaylohan michaelkeaton mattdillon lindsaylohan michaelkeaton mattdillon angelarobinson angelarobinson angelarobinson,en,5.1,2005-06-22,12.050755,101.0,US
12103,Don't Say a Word,when the daughter of a psychiatrist is kidnapped he s horrified to discover that the abductors demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret,Thriller,cemetery diamant suspense psychiatrist killer,Michael Douglas Sean Bean Brittany Murphy,Gary Fleder,when the daughter of a psychiatrist is kidnapped he s horrified to discover that the abductors demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret thriller thriller cemetery diamant suspense psychiatrist killer cemetery diamant suspense psychiatrist killer michaeldouglas seanbean brittanymurphy michaeldouglas seanbean brittanymurphy garyfleder garyfleder garyfleder,en,6.0,2001-09-28,11.596207,113.0,AU US
60304,Hansel & Gretel: Witch Hunters,after getting a taste for blood as children hansel and gretel have become the ultimate vigilantes hell bent on retribution now unbeknownst to them hansel and gretel have become the hunted and must face an evil far greater than witches their past,Fantasy Horror Action,witch black magic steampunk good vs evil troll extreme violence violence witchcraft evil witch hunt witch hunter evil witch duringcreditsstinger hansel and gretel guns 3d,Jeremy Renner Gemma Arterton Famke Janssen,Tommy Wirkola,after getting a taste for blood as children hansel and gretel have become the ultimate vigilantes hell bent on retribution now unbeknownst to them hansel and gretel have become the hunted and must face an evil far greater than witches their past fantasy horror action fantasy horror action witch blackmagic steampunk goodvsevil troll extremeviolence violence witchcraft evil witchhunt witchhunter evilwitch duringcreditsstinger hanselandgretel guns 3d witch blackmagic steampunk goodvsevil troll extremeviolence violence witchcraft evil witchhunt witchhunter evilwitch duringcreditsstinger hanselandgretel guns 3d jeremyrenner gemmaarterton famkejanssen jeremyrenner gemmaarterton famkejanssen tommywirkola tommywirkola tommywirkola,en,5.7,2013-01-17,53.02787,88.0,US DE
2251,Unfaithful,connie is a wife and mother whose 11 year marriage to edward has lost its sexual spark when connie literally runs into handsome book collector paul he sweeps her into an all consuming affair but edward soon becomes suspicious and decides to confront the other man,Thriller Drama,adultery infidelity eroticism literature lover new york city erotic thriller,Richard Gere Diane Lane Olivier Martinez,Adrian Lyne,connie is a wife and mother whose 11 year marriage to edward has lost its sexual spark when connie literally runs into handsome book collector paul he sweeps her into an all consuming affair but edward soon becomes suspicious and decides to confront the other man thriller drama thriller drama adultery infidelity eroticism literature lover newyorkcity eroticthriller adultery infidelity eroticism literature lover newyorkcity eroticthriller richardgere dianelane oliviermartinez richardgere dianelane oliviermartinez adrianlyne adrianlyne adrianlyne,en,6.3,2002-05-10,14.382253,124.0,US
46529,I Am Number Four,a teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci fi action thriller with three dead and one on the run the race to find the elusive number four begins outwardly normal teen john smith never gets too comfortable in the same identity and along with his guardian henri he is constantly moving from town to town with each passing day john gains a stronger grasp on his extraordinary new powers and his bond to the beings that share his fantastic fate grows stronger,Action Thriller Science Fiction Adventure,secret identity alien teenage boy teenage hero alien teenager interspecies romance based on young adult novel superpowers,Alex Pettyfer Timothy Olyphant Teresa Palmer,D.J. Caruso,a teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci fi action thriller with three dead and one on the run the race to find the elusive number four begins outwardly normal teen john smith never gets too comfortable in the same identity and along with his guardian henri he is constantly moving from town to town with each passing day john gains a stronger grasp on his extraordinary new powers and his bond to the beings that share his fantastic fate grows stronger action thriller sciencefiction adventure action thriller sciencefiction adventure secretidentity alien teenageboy teenagehero alienteenager interspeciesromance basedonyoungadultnovel superpowers secretidentity alien teenageboy teenagehero alienteenager interspeciesromance basedonyoungadultnovel superpowers alexpettyfer timothyolyphant teresapalmer alexpettyfer timothyolyphant teresapalmer djcaruso djcaruso djcaruso,en,5.9,2011-02-18,43.450266,109.0,US
231,Syriana,the middle eastern oil industry is the backdrop of this tense drama which weaves together numerous story lines bennett holiday is an american lawyer in charge of facilitating a dubious merger of oil companies while bryan woodman a switzerland based energy analyst experiences both personal tragedy and opportunity during a visit with arabian royalty meanwhile veteran cia agent bob barnes uncovers an assassination plot with unsettling origins,Drama Thriller,anti terror bomb assassination middle east lebanon cia capitalism globalization loss of son persia war against terror energy policy petrol,George Clooney Matt Damon Jeffrey Wright,Stephen Gaghan,the middle eastern oil industry is the backdrop of this tense drama which weaves together numerous story lines bennett holiday is an american lawyer in charge of facilitating a dubious merger of oil companies while bryan woodman a switzerland based energy analyst experiences both personal tragedy and opportunity during a visit with arabian royalty meanwhile veteran cia agent bob barnes uncovers an assassination plot with unsettling origins drama thriller drama thriller antiterror bomb assassination middleeast lebanon cia capitalism globalization lossofson persia waragainstterror energypolicy petrol antiterror bomb assassination middleeast lebanon cia capitalism globalization lossofson persia waragainstterror energypolicy petrol georgeclooney mattdamon jeffreywright georgeclooney mattdamon jeffreywright stephengaghan stephengaghan stephengaghan,en,6.3,2005-11-23,16.871194,128.0,US
300671,13 Hours: The Secret Soldiers of Benghazi,an american ambassador is killed during an attack at a u s compound in libya as a security team struggles to make sense out of the chaos,Action Drama History Thriller War,based on novel assault rifle mercenary libya biography based on true story heroism explosion american abroad death 21st century cia agent u.s. ambassador,James Badge Dale John Krasinski Max Martini,Michael Bay,an american ambassador is killed during an attack at a u s compound in libya as a security team struggles to make sense out of the chaos action drama history thriller war action drama history thriller war basedonnovel assaultrifle mercenary libya biography basedontruestory heroism explosion americanabroad death 21stcentury ciaagent usambassador basedonnovel assaultrifle mercenary libya biography basedontruestory heroism explosion americanabroad death 21stcentury ciaagent usambassador jamesbadgedale johnkrasinski maxmartini jamesbadgedale johnkrasinski maxmartini michaelbay michaelbay michaelbay,en,7.0,2016-01-13,42.526529,144.0,MT MA US
228326,The Book of Life,the journey of manolo a young man who is torn between fulfilling the expectations of his family and following his heart before choosing which path to follow he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears,Romance Animation Adventure Comedy Family Fantasy,love triangle afterlife day of the dead bullfighting,Diego Luna Channing Tatum Zoe Saldana,Jorge R. Gutierrez,the journey of manolo a young man who is torn between fulfilling the expectations of his family and following his heart before choosing which path to follow he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears romance animation adventure comedy family fantasy romance animation adventure comedy family fantasy lovetriangle afterlife dayofthedead bullfighting lovetriangle afterlife dayofthedead bullfighting diegoluna channingtatum zoesaldana diegoluna channingtatum zoesaldana jorgergutierrez jorgergutierrez jorgergutierrez,en,7.3,2014-10-01,34.890999,95.0,MX US
9754,Firewall,state of the art security system creator jack stanfield has cemented his reputation as a man who s thought of everything but when a criminal finds a way into jack s personal life everything jack holds dear is suddenly at stake,Thriller,bank technology blackmail hacker seattle computer hacker firewall,Harrison Ford Paul Bettany Virginia Madsen,Richard Loncraine,state of the art security system creator jack stanfield has cemented his reputation as a man who s thought of everything but when a criminal finds a way into jack s personal life everything jack holds dear is suddenly at stake thriller thriller bank technology blackmail hacker seattle computerhacker firewall bank technology blackmail hacker seattle computerhacker firewall harrisonford paulbettany virginiamadsen harrisonford paulbettany virginiamadsen richardloncraine richardloncraine richardloncraine,en,5.6,2006-02-10,18.186026,105.0,US AU
66,Absolute Power,a master thief coincidentally is robbing a house where a murder in which the president of the united states is involved occurs in front of his eyes he is forced to run yet may hold evidence that could convict the president a political thriller from and starring clint eastwood and based on a novel by david baldacci,Crime Drama Thriller,corruption assassination washington d.c. rape white house usa president daughter government suspense secret service secret service agent,Clint Eastwood Gene Hackman Ed Harris,Clint Eastwood,a master thief coincidentally is robbing a house where a murder in which the president of the united states is involved occurs in front of his eyes he is forced to run yet may hold evidence that could convict the president a political thriller from and starring clint eastwood and based on a novel by david baldacci crime drama thriller crime drama thriller corruption assassination washingtondc rape whitehouse usapresident daughter government suspense secretservice secretserviceagent corruption assassination washingtondc rape whitehouse usapresident daughter government suspense secretservice secretserviceagent clinteastwood genehackman edharris clinteastwood genehackman edharris clinteastwood clinteastwood clinteastwood,en,6.4,1997-02-14,13.576765,121.0,US
4421,G.I. Jane,a female senator succeeds in enrolling a woman into combined reconnaissance team training where everyone expects her to fail,Action Drama,poem middle east helicopter satellite navy sexism war army sexual harassment navy seal feminist soldier commando mental health drill instructor military u.s. military army base reconnaissance sexual discrimination,Demi Moore Viggo Mortensen Anne Bancroft,Ridley Scott,a female senator succeeds in enrolling a woman into combined reconnaissance team training where everyone expects her to fail action drama action drama poem middleeast helicopter satellite navy sexism war army sexualharassment navyseal feminist soldier commando mentalhealth drillinstructor military usmilitary armybase reconnaissance sexualdiscrimination poem middleeast helicopter satellite navy sexism war army sexualharassment navyseal feminist soldier commando mentalhealth drillinstructor military usmilitary armybase reconnaissance sexualdiscrimination demimoore viggomortensen annebancroft demimoore viggomortensen annebancroft ridleyscott ridleyscott ridleyscott,en,6.0,1997-08-22,19.434672,125.0,US
2649,The Game,in honor of his birthday san francisco banker nicholas van orton a financial genius and a coldhearted loner receives an unusual present from his younger brother conrad a gift certificate to play a unique kind of game in nearly a nanosecond nicholas finds himself consumed by a dangerous set of ever changing rules unable to distinguish where the charade ends and reality begins,Drama Thriller Mystery,brother brother relationship birthday danger of life birthday party surprising,Michael Douglas Sean Penn Deborah Kara Unger,David Fincher,in honor of his birthday san francisco banker nicholas van orton a financial genius and a coldhearted loner receives an unusual present from his younger brother conrad a gift certificate to play a unique kind of game in nearly a nanosecond nicholas finds himself consumed by a dangerous set of ever changing rules unable to distinguish where the charade ends and reality begins drama thriller mystery drama thriller mystery brotherbrotherrelationship birthday dangeroflife birthdayparty surprising brotherbrotherrelationship birthday dangeroflife birthdayparty surprising michaeldouglas seanpenn deborahkaraunger michaeldouglas seanpenn deborahkaraunger davidfincher davidfincher davidfincher,en,7.5,1997-09-12,62.925175,129.0,US
